2007	10 	7 	2:00	3 	25 	2:00
2008	10 	5 	2:00	3 	30 	2:00
2009	10 	4 	2:00	3 	29 	2:00
2010	10 	3 	2:00	3 	28 	2:00
2011	10 	2 	2:00	3 	27 	2:00
2012	10 	7 	2:00	3 	25 	2:00
2013	10 	6 	2:00	3 	31 	2:00
2014	10 	5 	2:00	3 	30 	2:00
2015	10 	4 	2:00	3 	29 	2:00
2016	10 	2 	2:00	3 	27 	2:00
2017	10 	1 	2:00	3 	26 	2:00
2018	10 	7 	2:00	3 	25 	2:00
2019	10 	6 	2:00	3 	31 	2:00
2020	10 	4 	2:00	3 	29 	2:00
2021	10 	3 	2:00	3 	28 	2:00
2022	10 	2 	2:00	3 	27 	2:00
2023	10 	1 	2:00	3 	26 	2:00
2024	10 	6 	2:00	3 	31 	2:00
2025	10 	5 	2:00	3 	30 	2:00
2026	10 	4 	2:00	3 	29 	2:00
2027	10 	3 	2:00	3 	28 	2:00
2028	10 	1 	2:00	3 	26 	2:00
2029	10 	7 	2:00	3 	25 	2:00
2030	10 	6 	2:00	3 	31 	2:00
2031	10 	5 	2:00	3 	30 	2:00
2032	10 	3 	2:00	3 	28 	2:00
2033	10 	2 	2:00	3 	27 	2:00
2034	10 	1 	2:00	3 	26 	2:00
2035	10 	7 	2:00	3 	25 	2:00
2036	10 	5 	2:00	3 	30 	2:00
2037	10 	4 	2:00	3 	29 	2:00
2038	10 	3 	2:00	3 	28 	2:00
2039	10 	2 	2:00	3 	27 	2:00
2040	10 	7 	2:00	3 	25 	2:00
2041	10 	6 	2:00	3 	31 	2:00
2042	10 	5 	2:00	3 	30 	2:00
2043	10 	4 	2:00	3 	29 	2:00
2044	10 	2 	2:00	3 	27 	2:00
2045	10 	1 	2:00	3 	26 	2:00
2046	10 	7 	2:00	3 	25 	2:00
2047	10 	6 	2:00	3 	31 	2:00
2048	10 	4 	2:00	3 	29 	2:00
2049	10 	3 	2:00	3 	28 	2:00
2050	10 	2 	2:00	3 	27 	2:00
2051	10 	1 	2:00	3 	26 	2:00
2052	10 	6 	2:00	3 	31 	2:00
2053	10 	5 	2:00	3 	30 	2:00
2054	10 	4 	2:00	3 	29 	2:00
2055	10 	3 	2:00	3 	28 	2:00
2056	10 	1 	2:00	3 	26 	2:00
2057	10 	7 	2:00	3 	25 	2:00
